position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Ernesto Zedillo,Q298149,1994-12-01,2000-11-30,male,1951-12-27,,Ernesto Zedillo Ponce de Leon Official Photo 1999.jpg,Ernesto Zedillo
President,Vicente Fox Quesada,Q190572,2000-12-01,2006-11-30,male,1942-07-02,,Vicente Fox WEF 2003 cropped.jpg,Vicente Fox
President,Felipe Calderón,Q57269,2006-12-01,2012-12-01,male,1962-08-18,,Felipe Calderon 20090130 (cropped).jpg,Felipe Calderón
President,Enrique Peña Nieto,Q296741,2012-12-01,2018-12-01,male,1966-07-20,,Presidente Enrique Peña Nieto. Fotografía oficial.jpg,Enrique Peña Nieto
President,Andrés Manuel López Obrador,Q318508,2018-12-01,,male,1953-11-13,,Conferencia de prensa del Presidente de México - Miércoles 24 de junio de 2020 6 (cropped).jpg,Andrés Manuel López Obrador
Secretary of Agriculture,Javier Usabiaga Arroyo,Q5652484,2000-12-01,2005-09-28,male,1939-08-20,2018-09-09,Javier Usabiaga Arroyo.jpg,Javier Usabiaga Arroyo
Secretary of Agriculture,Victor Manuel Villalobos Arámbula,Q58461400,2018-12-01,,male,1950,,Víctor Manuel Villalobos 1 (cropped).jpg,Víctor Villalobos
Secretary for Communication and Transport,Jorge Arganis Díaz Leal,Q97623098,2020-07-23,,male,1943-02-19,,Jorge Arganis Díaz Leal.png,Jorge Arganis Díaz Leal
Secretary of Culture,Rafael Tovar y de Teresa,Q6098029,2015-12-21,2016-12-10,male,1954-04-06,2016-12-10,ManosAlmaOaxaca057.JPG,Rafael Tovar y de Teresa
Secretary of Culture,María Cristina García Cepeda,Q28125224,2017-01-04,2018-11-30,female,1946-08-15,,Directora-del-INBA-María-Cristina-García-Cepeda-1.jpg,
Secretary of Culture,Alejandra Frausto Guerrero,Q55386772,2018-12-01,,female,1972-03-25,,Alejandra Frausto 2019.jpg,Alejandra Frausto Guerrero
Secretary of Economy,Luis Ernesto Derbez,Q2055606,2000-12-01,2003-01-13,male,1947-04-01,,UriarteCincoMayo16.JPG,Luis Ernesto Derbez
Secretary of Economy,Fernando Canales Clariond,Q3069445,2003-01-13,2005-09-28,male,1946-07-21,,Fernando Canales.jpg,Fernando Canales Clariond
Secretary of Economy,Sergio García de Alba,Q7454273,2005-09-28,2006-11-30,male,1955,,Sergio Garcia de Alba.jpg,Sergio García de Alba
Secretary of Economy,Eduardo Sojo Garza-Aldape,Q2124776,2006-12-01,2008-08-06,male,1956-01-09,,Eduardo Sojo.jpg,Eduardo Sojo Garza-Aldape
Secretary of Economy,Gerardo Ruiz Mateos,Q597795,2008-08-06,2010-07-14,male,1965,,,Gerardo Ruiz Mateos
Secretary of Economy,Bruno Ferrari García de Alba,Q2926768,2010-07-14,2012-11-30,male,1961-10-04,,Bruno Ferrari García de Alba.jpg,
Secretary of Economy,Ildefonso Guajardo Villarreal,Q5574393,2012-12-01,2018-11-30,male,1957-04-19,,Idelfonso-Guajardo.jpg,Ildefonso Guajardo Villarreal
Secretary of Economy,Graciela Márquez Colín,Q55386771,2018-12-01,2020-12-07,female,1963,,Graciela Márquez Colín (cropped).png,Graciela Márquez Colín
Secretary of Economy,Tatiana Clouthier Carrillo,Q6139216,2020-12-07,,female,1964-08-12,,Tatiana Clouthier.png,Tatiana Clouthier
Secretary of Education,José Ángel Córdova,Q1825665,2012-03-16,2012-11-30,male,1953-08-19,,,José Ángel Córdova
Secretary of Education,Emilio Chuayffet,Q2804771,2012-12-01,2015-08-27,male,1951-10-03,,Emilio-Chuayffet.jpg,Emilio Chuayffet
Secretary of Education,Aurelio Nuño Mayer,Q10857813,2015-08-27,2017-12-06,male,1977-12-12,,Aurelio Nuño Mayer.jpg,Aurelio Nuño Mayer
Secretary of Education,Otto Granados Roldán,Q2118436,2017-12-06,2018-11-30,male,1956,,,
Secretary of Education,Esteban Moctezuma,Q2322707,2018-12-01,2021-02-15,male,1954-10-21,,Esteban Moctezuma.jpg,Esteban Moctezuma
Secretary of Education,Delfina Gómez Álvarez,Q28777890,2021-02-15,,female,1962-11-15,,Delfina Gómez (cropped).jpg,Delfina Gómez Álvarez
Secretary of Energy,Felipe Calderón,Q57269,2003-09-02,2004-06-01,male,1962-08-18,,Felipe Calderon 20090130 (cropped).jpg,Felipe Calderón
Secretary of Energy,Fernando Canales Clariond,Q3069445,2005-09-28,2006-11-30,male,1946-07-21,,Fernando Canales.jpg,Fernando Canales Clariond
Secretary of Energy,José Antonio Meade Kuribreña,Q3186168,2011-01-07,2011-09-07,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Energy,Rocío Nahle García,Q20895229,2018-12-01,,female,1964-04-14,,Norma Rocío Nahle García.jpg,Rocío Nahle García
Secretary for the Environment and Natural Resources,María Luisa Albores González,Q56781314,2020-09-02,,female,1976-07-18,,Portrait of María Luisa Albores.png,Maria Luisa Albores
Secretary of Finance and Public Credit,José Ángel Gurría,Q948143,1998-01-01,2000-11-30,male,1950-05-08,,Angel Gurria - World Economic Forum Annual Meeting 2012.jpg,José Ángel Gurría
Secretary of Finance and Public Credit,Ernesto Cordero Arroyo,Q2911565,2009-12-09,2011-09-09,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
Secretary of Finance and Public Credit,José Antonio Meade Kuribreña,Q3186168,2011-09-07,2012-11-30,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Finance and Public Credit,Luis Videgaray Caso,Q11689894,2012-12-01,2016-09-07,male,1968-08-10,,Luis-Videgaray.jpg,Luis Videgaray Caso
Secretary of Finance and Public Credit,José Antonio Meade Kuribreña,Q3186168,2016-09-07,2017-11-27,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Finance and Public Credit,Arturo Herrera Gutiérrez,Q65357425,2019-07-09,2021-07-15,male,,,Arturo Herrera Gutierrez (cropped).jpg,Arturo Herrera Gutiérrez
Secretary of Finance and Public Credit,Rogelio Ramírez de la O,Q7357736,2021-07-16,,male,1948-07-07,,Portrait of Rogelio Ramírez de la O.png,Rogelio Ramírez de la O
Secretary of Foreign Affairs,Jorge Castañeda Gutman,Q1399260,2000-12-01,2003-01-10,male,1953-05-24,,Jorge G. Castaneda - World Economic Forum on Latin America 2011.jpg,Jorge Castañeda Gutman
Secretary of Foreign Affairs,Luis Ernesto Derbez,Q2055606,2003-01-13,2006-11-30,male,1947-04-01,,UriarteCincoMayo16.JPG,Luis Ernesto Derbez
Secretary of Foreign Affairs,Patricia Espinosa,Q58082,2006-12-01,2012-11-30,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
Secretary of Foreign Affairs,José Antonio Meade Kuribreña,Q3186168,2012-12-01,2015-08-27,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Foreign Affairs,Claudia Ruiz Massieu,Q5771792,2015-08-27,2017-01-04,female,1972-07-10,,CLAUDIARUIZMASSIEUSALINAS.png,Claudia Ruiz Massieu
Secretary of Foreign Affairs,Luis Videgaray Caso,Q11689894,2017-01-04,2018-11-30,male,1968-08-10,,Luis-Videgaray.jpg,Luis Videgaray Caso
Secretary of Foreign Affairs,Marcelo Ebrard,Q1396586,2018-12-01,,male,1959-10-10,,Mexican Foreign Secretary Ebrard (cropped).jpg,Marcelo Ebrard
Secretary of Government,Diódoro Carrasco Altamirano,Q2141249,1999-05-21,2000-11-30,male,1954-01-30,,,Diódoro Carrasco Altamirano
Secretary of Government,Santiago Creel,Q2241589,2000-12-01,2005-06-01,male,1954-12-11,,Santiago Creel.jpg,Santiago Creel
Secretary of Government,Carlos María Abascal Carranza,Q2171615,2005-06-01,2006-11-30,male,1949-05-14,2008-12-02,Carlos María Abascal Carranza - 2003 (cropped).jpg,Carlos Abascal
Secretary of Government,Francisco Javier Ramírez Acuña,Q982971,2006-12-01,2008-01-15,male,1963-01-11,,Francisco Ramirez Acuña.jpg,Francisco Javier Ramírez Acuña
Secretary of Government,Juan Camilo Mouriño,Q734644,2008-01-16,2008-11-04,male,1971-08-01,2008-11-04,MOURIÑO1.JPG,Juan Camilo Mouriño
Secretary of Government,Fernando Gómez Mont,Q3069480,2008-11-10,2010-07-14,male,1962-01-11,,,Fernando Gómez Mont
Secretary of Government,Francisco Blake Mora,Q982647,2010-10-14,2011-11-11,male,1966-05-22,2011-11-11,Anthony Wayne and Francisco Blake.jpg,Francisco Blake Mora
Secretary of Government,Alejandro Poiré Romero,Q616823,2011-11-17,2012-12-01,male,1971-01-15,,Alejandro Poire-USembassy.jpg,Alejandro Poiré Romero
Secretary of Government,Miguel Ángel Osorio Chong,Q3064644,2012-12-01,2018-01-10,male,1964-08-05,,Osorio Chong.jpg,Miguel Ángel Osorio Chong
Secretary of Government,Alfonso Navarrete Prida,Q5667045,2018-01-10,2018-11-30,male,1963-10-13,,Entrega de apoyos a la economía familiar de los trabajadores. (21528239464).jpg,Alfonso Navarrete Prida
Secretary of Government,Olga Sánchez Cordero,Q5099093,2018-12-01,2021-08-26,female,1947-07-16,,Olga Sánchez Cordero sen.jpg,Olga Sánchez Cordero
Secretary of Government,Adán Augusto López Hernández,Q5658653,2021-08-26,,male,1963-09-23,,Adan augusto.jpg,Adán Augusto López Hernández
Secretary of Health,José Antonio González Fernández,Q2918806,1999-11-17,2000-11-30,male,1952,,,
Secretary of Health,Julio Frenk,Q864157,2000-12-01,2006-11-30,male,1953-12-20,,Julio Frenk.jpg,Julio Frenk
Secretary of Health,José Ángel Córdova,Q1825665,2006-12-01,2011-09-09,male,1953-08-19,,,José Ángel Córdova
Secretary of Health,Salomón Chertorivski Woldenberg,Q3470085,2011-09-09,2012-11-30,male,1974-09-28,,Salomón Chertorivski Woldenberg.jpg,
Secretary of Health,Mercedes Juan López,Q6010880,2012-12-01,2016-02-08,female,1943-04-22,,Mercedes-Juan-Lopez.jpg,Mercedes Juan López
Secretary of Health,José Narro Robles,Q357704,2016-02-08,2018-11-30,male,1948-12-05,,Direc Medicina.jpg,José Narro Robles
Secretary of Health,Jorge Alcocer Varela,Q55386774,2018-12-01,,male,1946-02-08,,Jorge Carlos Alcocer Varela (cropped).jpg,Jorge Alcocer Varela
Secretary for Labour and Social Affairs,Luisa María Alcalde Luján,Q15156389,2018-12-01,,female,1987-08-24,,Luisa María Alcalde Luján 2012.jpg,Luisa María Alcalde Luján
Secretary of National Defense,Enrique Cervantes Aguirre,Q2889217,1994-12-01,2000-11-30,male,1935-01-20,,"Gen. Enrique Cervantes escorted by William Cohen, 2000.jpg",
Secretary of National Defense,Gerardo Clemente Ricardo Vega García,Q2380760,2000-12-01,2006-11-30,male,1940-03-28,,Clemente Vega Garcia.jpg,Gerardo Clemente Vega
Secretary of National Defense,Guillermo Galván Galván,Q2646393,2006-12-01,2012-11-30,male,1943-01-19,,"Guillermo Galvan Galvan at Mexico-Canada-USA meeting, Ottawa, 2012-03-27.jpg",Guillermo Galván Galván
Secretary of National Defense,Salvador Cienfuegos,Q6117660,2012-12-01,2018-11-30,male,1948-06-14,,General-Cienfuegos.jpg,Salvador Cienfuegos
Secretary of National Defense,Luis Cresencio Sandoval,Q59868274,2018-12-01,,male,1960-02-07,,General Luis Cresencio Sandoval González.png,Luis Cresencio Sandoval
Secretary of Navy,José Ramón Lorenzo Franco,Q5400091,1994-12-01,2000-11-30,male,1953,,,
Secretary of Navy,Marco Antonio Peyrot González,Q5996246,2000-12-01,2006-11-30,male,1940-06-10,,Marco Antonio Peyrot.jpg,
Secretary of Navy,Mariano Francisco Saynez Mendoza,Q2042859,2006-12-01,2012-11-30,male,1942-09-20,2020-11-04,Mariano Francisco Saynez Mendoza.jpg,Mariano Francisco Saynez Mendoza
Secretary of Navy,Vidal Francisco Soberón Sanz,Q6161700,2012-12-01,2018-11-30,male,1953-05-17,,Almirante-Vidal-Soberon.jpg,Vidal Francisco Soberón Sanz
Secretary of Navy,José Rafael Ojeda Durán,Q58336815,2018-12-01,,male,1954-02-03,,Amlo13-640x263.png,José Rafael Ojeda Durán
Secretary for Public Service,Roberto Salcedo Aquino,Q107311725,2021-06-21,,male,1943-11-26,,Portrait of Roberto Salcedo Aquino.jpg,Roberto Salcedo Aquino
Secretary of Security and Citizen Protection,Rosa Icela Rodríguez,Q64438288,2020-10-30,,female,1959,,Rosa Icela Rodríguez (cropped).jpg,
Secretary of Tourism,Claudia Ruiz Massieu,Q5771792,2012-12-01,2015-08-27,female,1972-07-10,,CLAUDIARUIZMASSIEUSALINAS.png,Claudia Ruiz Massieu
Secretary of Tourism,Miguel Torruco Marqués,Q19521973,2018-12-05,,male,1951-09-19,,Miguel Torruco Marqués.jpg,Miguel Torruco Marqués
Secretary for Urban Development,Román Meyer Falcón,Q58338863,2018-12-01,,male,1983-08-11,,Román Meyer Falcón.jpg,Román Meyer Falcón
Secretary of Welfare,José Antonio Meade Kuribreña,Q3186168,2015-08-28,2016-09-06,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Welfare,Javier May Rodríguez,Q87098259,2020-09-02,2022-01-11,male,1966-05-05,,Senador Javier May Rodríguez.jpg,Javier May Rodríguez
Secretary of Welfare,Ariadna Montiel Reyes,Q63857028,2022-01-11,,female,,,Ariadna-montiel.jpg,
Attorney General,Raúl Cervantes Andrade,Q6101115,2016-10-26,2017-10-16,male,1963-06-03,,,Raúl Cervantes Andrade
Attorney General,Alejandro Gertz Manero,Q1500199,2019-01-18,,male,1939-10-31,,Alejandro Gertz.jpg,Alejandro Gertz Manero
President of the Chamber of Deputies,Manlio Fabio Beltrones Rivera,Q2355497,2004-09-01,2005-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Chamber of Deputies,José González Morfin,Q5940123,2014-03-06,2014-08-31,male,1954-07-25,,,José González Morfin
President of the Chamber of Deputies,Sergio Gutiérrez Luna,Q85268444,2021-09-01,,male,1976-07-12,,Potrait of Sergio Gutiérrez Luna.jpg,Sergio Gutiérrez Luna
President of the Senate,Enrique Jackson,Q2313196,2000-09-01,2001-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Diego Fernández de Cevallos,Q2108989,2001-09-01,2002-08-31,male,1941-03-16,,Diego Fernandez de Cevallos.jpg,Diego Fernández de Cevallos
President of the Senate,Enrique Jackson,Q2313196,2002-09-01,2004-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Diego Fernández de Cevallos,Q2108989,2004-09-01,2005-08-31,male,1941-03-16,,Diego Fernandez de Cevallos.jpg,Diego Fernández de Cevallos
President of the Senate,Enrique Jackson,Q2313196,2005-09-01,2006-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Manlio Fabio Beltrones Rivera,Q2355497,2006-09-01,2007-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Senate,Santiago Creel,Q2241589,2007-09-01,2008-08-31,male,1954-12-11,,Santiago Creel.jpg,Santiago Creel
President of the Senate,Carlos Navarrete Ruiz,Q5751134,2009-09-01,2010-08-31,male,1955-09-26,,,Carlos Navarrete Ruiz
